student_id,course_id,grade,semester
143,STAT3025,A,Semester 6
143,CSE1010,B,Semester 6
143,MATH1131,W,Semester 6
143,MATH1131,A,Semester 6
144,MATH1131,B,Semester 1
144,CSE1010,F,Semester 1
144,MATH1131,A,Semester 1
144,CSE1010,C,Semester 1
144,MATH2210,C,Semester 2
144,CSE1010,C,Semester 2
144,CSE2010,B,Semester 2
144,CSE1010,C,Semester 2
144,MATH2210,F,Semester 3
144,MATH1131,F,Semester 3
144,CSE2010,C,Semester 3
144,CSE1010,A,Semester 3
144,CSE2010,B,Semester 4
144,MATH1131,W,Semester 4
144,STAT3025,D,Semester 4
144,CSE2100,A,Semester 4
144,CSE2010,C,Semester 5
144,MATH1131,D,Semester 5
144,CSE1010,B,Semester 5
144,CSE3500,A,Semester 5
144,CSE1010,F,Semester 6
144,CSE2100,D,Semester 6
144,MATH1131,B,Semester 6
144,CSE2010,F,Semester 6
145,CSE1010,W,Semester 1
145,MATH1131,W,Semester 1
145,CSE1010,W,Semester 1
145,MATH1131,W,Semester 1
145,CSE1010,A,Semester 2
145,CSE1010,C,Semester 2
145,MATH1131,C,Semester 2
145,CSE2100,W,Semester 2
145,CSE1010,D,Semester 3
145,CSE1010,A,Semester 3
145,MATH2210,F,Semester 3
145,MATH1131,A,Semester 3
145,CSE1010,A,Semester 4
145,MATH1131,C,Semester 4
145,CSE2010,F,Semester 4
145,MATH2210,D,Semester 4
145,CSE3500,D,Semester 5
145,MATH1131,C,Semester 5
145,CSE2010,F,Semester 5
145,MATH2210,A,Semester 5
145,MATH1131,C,Semester 6
145,MATH2210,C,Semester 6
145,CSE1010,F,Semester 6
145,CSE2010,W,Semester 6
146,CSE1010,F,Semester 1
146,MATH1131,W,Semester 1
146,CSE1010,B,Semester 1
146,MATH1131,A,Semester 1
146,CSE2010,W,Semester 2
146,CSE2100,D,Semester 2
146,MATH1131,W,Semester 2
146,CSE1010,C,Semester 2
146,MATH1131,D,Semester 3
146,CSE1010,D,Semester 3
146,MATH2210,D,Semester 3
146,CSE2010,C,Semester 3
146,MATH2210,C,Semester 4
146,CSE2100,C,Semester 4
146,CSE3500,A,Semester 4
146,CSE2010,D,Semester 4
146,MATH1131,B,Semester 5
146,STAT3025,A,Semester 5
146,CSE1010,W,Semester 5
146,MATH1131,B,Semester 5
146,CSE2010,A,Semester 6
146,MATH2210,W,Semester 6
146,MATH1131,D,Semester 6
146,CSE1010,W,Semester 6
147,MATH1131,A,Semester 1
147,MATH1131,W,Semester 1
147,CSE1010,A,Semester 1
147,CSE1010,A,Semester 1
147,CSE2010,D,Semester 2
147,CSE2100,A,Semester 2
147,MATH2210,B,Semester 2
147,MATH1131,A,Semester 2
147,CSE1010,F,Semester 3
147,CSE3500,W,Semester 3
147,MATH2210,B,Semester 3
147,MATH1131,A,Semester 3
147,MATH2210,W,Semester 4
147,CSE3500,W,Semester 4
147,MATH1131,W,Semester 4
147,CSE2010,B,Semester 4
147,CSE2010,F,Semester 5
147,CSE2100,C,Semester 5
147,STAT3025,F,Semester 5
147,MATH1131,A,Semester 5
147,CSE2100,W,Semester 6
147,MATH2210,C,Semester 6
147,STAT3025,D,Semester 6
147,CSE3500,B,Semester 6
148,MATH1131,C,Semester 1
148,CSE1010,C,Semester 1
148,CSE1010,D,Semester 1
148,MATH1131,C,Semester 1
148,CSE2010,B,Semester 2
148,MATH1131,D,Semester 2
148,CSE2100,F,Semester 2
148,MATH1131,A,Semester 2
148,CSE2010,W,Semester 3
148,CSE1010,B,Semester 3
148,CSE3500,B,Semester 3
148,MATH1131,B,Semester 3
148,CSE1010,B,Semester 4
148,CSE2100,C,Semester 4
148,CSE2010,W,Semester 4
148,CSE3500,W,Semester 4
148,CSE1010,A,Semester 5
148,MATH1131,A,Semester 5
148,CSE3500,A,Semester 5
148,CSE1010,W,Semester 5
148,CSE2100,A,Semester 6
148,CSE3500,W,Semester 6
148,CSE1010,F,Semester 6
148,CSE1010,C,Semester 6
149,MATH1131,F,Semester 1
149,CSE1010,B,Semester 1
149,MATH1131,B,Semester 1
149,CSE1010,A,Semester 1
149,CSE1010,W,Semester 2
149,MATH2210,B,Semester 2
149,CSE2010,D,Semester 2
149,CSE1010,D,Semester 2
149,MATH2210,D,Semester 3
149,CSE2010,C,Semester 3
149,MATH1131,D,Semester 3
149,CSE2100,A,Semester 3
149,MATH1131,F,Semester 4
149,CSE2010,B,Semester 4
149,CSE3500,F,Semester 4
149,MATH1131,F,Semester 4
149,CSE1010,W,Semester 5
149,MATH2210,C,Semester 5
149,CSE2010,B,Semester 5
149,CSE3500,B,Semester 5
149,STAT3025,C,Semester 6
149,CSE2100,B,Semester 6
149,CSE1010,C,Semester 6
149,MATH1131,W,Semester 6
150,MATH1131,C,Semester 1
150,MATH1131,F,Semester 1
150,CSE1010,C,Semester 1
150,CSE1010,D,Semester 1
150,MATH1131,W,Semester 2
150,CSE1010,A,Semester 2
150,MATH2210,B,Semester 2
150,MATH1131,F,Semester 2
150,MATH1131,A,Semester 3
150,CSE2100,C,Semester 3
150,STAT3025,B,Semester 3
150,MATH1131,A,Semester 3
150,MATH1131,F,Semester 4
150,MATH2210,B,Semester 4
150,MATH1131,C,Semester 4
150,STAT3025,B,Semester 4
150,STAT3025,D,Semester 5
150,MATH1131,C,Semester 5
150,CSE2010,A,Semester 5
150,CSE2100,B,Semester 5
150,CSE3500,F,Semester 6
150,MATH1131,D,Semester 6
150,CSE2010,D,Semester 6
150,CSE1010,A,Semester 6
151,CSE1010,W,Semester 1
151,CSE1010,D,Semester 1
151,MATH1131,W,Semester 1
151,MATH1131,B,Semester 1
151,MATH2210,B,Semester 2
151,CSE1010,W,Semester 2
151,CSE1010,F,Semester 2
151,MATH1131,A,Semester 2
151,CSE1010,A,Semester 3
151,STAT3025,W,Semester 3
151,MATH2210,B,Semester 3
151,CSE2010,D,Semester 3
151,STAT3025,B,Semester 4
151,CSE2010,B,Semester 4
151,CSE1010,F,Semester 4
151,CSE2100,C,Semester 4
151,CSE3500,F,Semester 5
151,CSE1010,D,Semester 5
151,MATH1131,A,Semester 5
151,CSE2100,W,Semester 5
151,CSE1010,C,Semester 6
151,MATH1131,W,Semester 6
151,MATH1131,A,Semester 6
151,CSE2010,A,Semester 6
152,CSE1010,D,Semester 1
152,MATH1131,D,Semester 1
152,MATH1131,D,Semester 1
152,CSE1010,A,Semester 1
152,MATH2210,B,Semester 2
152,CSE2100,W,Semester 2
152,CSE2010,D,Semester 2
152,CSE1010,B,Semester 2
152,STAT3025,D,Semester 3
152,MATH2210,F,Semester 3
152,CSE2010,C,Semester 3
152,CSE1010,B,Semester 3
152,CSE3500,A,Semester 4
152,MATH1131,W,Semester 4
152,MATH1131,D,Semester 4
152,CSE1010,A,Semester 4
152,CSE3500,D,Semester 5
152,CSE1010,W,Semester 5
152,MATH1131,D,Semester 5
152,MATH2210,D,Semester 5
152,STAT3025,B,Semester 6
152,MATH1131,W,Semester 6
152,CSE2010,F,Semester 6
152,MATH1131,B,Semester 6
153,MATH1131,W,Semester 1
153,CSE1010,F,Semester 1
153,MATH1131,F,Semester 1
153,CSE1010,D,Semester 1
153,CSE2010,F,Semester 2
153,MATH2210,A,Semester 2
153,CSE2100,F,Semester 2
153,MATH1131,W,Semester 2
153,CSE2010,W,Semester 3
153,CSE2100,B,Semester 3
153,CSE3500,F,Semester 3
153,CSE1010,A,Semester 3
153,CSE2100,C,Semester 4
153,STAT3025,A,Semester 4
153,CSE3500,F,Semester 4
153,CSE1010,A,Semester 4
153,STAT3025,D,Semester 5
153,MATH1131,D,Semester 5
153,CSE3500,D,Semester 5
153,CSE2100,F,Semester 5
153,CSE2100,D,Semester 6
153,MATH1131,A,Semester 6
153,CSE2010,D,Semester 6
153,CSE3500,D,Semester 6
154,MATH1131,D,Semester 1
154,CSE1010,C,Semester 1
154,MATH1131,D,Semester 1
154,CSE1010,B,Semester 1
154,CSE1010,F,Semester 2
154,CSE2010,D,Semester 2
154,CSE1010,W,Semester 2
154,MATH1131,B,Semester 2
154,CSE1010,D,Semester 3
154,CSE2010,A,Semester 3
154,MATH1131,A,Semester 3
154,CSE1010,A,Semester 3
154,MATH1131,F,Semester 4
154,CSE2010,A,Semester 4
154,CSE1010,A,Semester 4
154,CSE1010,W,Semester 4
154,CSE2010,D,Semester 5
154,CSE1010,D,Semester 5
154,CSE1010,B,Semester 5
154,MATH1131,C,Semester 5
154,CSE1010,A,Semester 6
154,CSE2100,C,Semester 6
154,CSE2010,A,Semester 6
154,MATH2210,C,Semester 6
155,MATH1131,A,Semester 1
155,MATH1131,W,Semester 1
155,CSE1010,F,Semester 1
155,CSE1010,C,Semester 1
155,MATH2210,W,Semester 2
155,CSE2010,C,Semester 2
155,CSE1010,A,Semester 2
155,MATH1131,D,Semester 2
155,CSE2010,D,Semester 3
155,MATH1131,A,Semester 3
155,CSE1010,B,Semester 3
155,MATH1131,W,Semester 3
155,CSE1010,B,Semester 4
155,MATH1131,C,Semester 4
155,MATH2210,C,Semester 4
155,STAT3025,D,Semester 4
155,CSE1010,F,Semester 5
155,MATH2210,A,Semester 5
155,MATH1131,A,Semester 5
155,MATH1131,C,Semester 5
155,CSE2010,D,Semester 6
155,CSE1010,B,Semester 6
155,CSE1010,B,Semester 6
155,MATH1131,A,Semester 6
156,CSE1010,C,Semester 1
156,MATH1131,A,Semester 1
156,CSE1010,C,Semester 1
156,MATH1131,C,Semester 1
156,CSE2010,D,Semester 2
156,MATH1131,B,Semester 2
156,CSE1010,A,Semester 2
156,MATH2210,D,Semester 2
156,CSE2010,A,Semester 3
156,CSE1010,D,Semester 3
156,MATH1131,F,Semester 3
156,MATH2210,F,Semester 3
156,MATH2210,F,Semester 4
156,MATH1131,D,Semester 4
156,CSE2010,A,Semester 4
156,CSE1010,B,Semester 4
156,CSE2010,W,Semester 5
156,MATH1131,F,Semester 5
156,CSE2100,W,Semester 5
156,STAT3025,A,Semester 5
156,MATH2210,W,Semester 6
156,CSE1010,D,Semester 6
156,CSE2100,W,Semester 6
156,CSE3500,F,Semester 6
157,CSE1010,F,Semester 1
157,MATH1131,C,Semester 1
157,CSE1010,A,Semester 1
157,MATH1131,W,Semester 1
157,MATH1131,F,Semester 2
157,MATH2210,C,Semester 2
157,CSE2100,A,Semester 2
157,CSE1010,C,Semester 2
157,CSE1010,C,Semester 3
157,MATH1131,B,Semester 3
157,MATH2210,C,Semester 3
157,STAT3025,C,Semester 3
157,CSE2100,W,Semester 4
157,MATH1131,A,Semester 4
157,CSE2010,F,Semester 4
157,MATH1131,C,Semester 4
157,CSE2010,D,Semester 5
157,CSE1010,A,Semester 5
157,CSE3500,B,Semester 5
157,CSE2100,A,Semester 5
157,STAT3025,W,Semester 6
157,CSE3500,D,Semester 6
157,MATH2210,A,Semester 6
157,CSE2010,A,Semester 6
158,CSE1010,W,Semester 1
158,MATH1131,A,Semester 1
158,MATH1131,C,Semester 1
158,CSE1010,W,Semester 1
158,MATH2210,B,Semester 2
158,CSE2100,W,Semester 2
158,MATH1131,F,Semester 2
158,CSE1010,F,Semester 2
158,MATH1131,D,Semester 3
158,MATH1131,C,Semester 3
158,CSE2010,A,Semester 3
158,CSE1010,C,Semester 3
158,CSE2100,B,Semester 4
158,CSE3500,C,Semester 4
158,CSE2010,A,Semester 4
158,MATH2210,A,Semester 4
158,CSE2010,F,Semester 5
158,CSE1010,B,Semester 5
158,CSE2100,F,Semester 5
158,STAT3025,D,Semester 5
158,STAT3025,W,Semester 6
158,MATH1131,D,Semester 6
158,MATH2210,W,Semester 6
158,CSE1010,D,Semester 6
159,CSE1010,D,Semester 1
159,MATH1131,C,Semester 1
159,CSE1010,F,Semester 1
159,MATH1131,B,Semester 1
159,CSE1010,F,Semester 2
159,CSE1010,W,Semester 2
159,CSE2100,F,Semester 2
159,MATH2210,F,Semester 2
159,CSE2010,C,Semester 3
159,CSE1010,W,Semester 3
159,CSE2100,W,Semester 3
159,CSE1010,W,Semester 3
159,STAT3025,B,Semester 4
159,MATH2210,A,Semester 4
159,MATH1131,C,Semester 4
159,MATH1131,C,Semester 4
159,MATH1131,W,Semester 5
159,CSE1010,A,Semester 5
159,CSE2010,D,Semester 5
159,CSE1010,W,Semester 5
159,STAT3025,A,Semester 6
159,CSE3500,A,Semester 6
159,MATH1131,A,Semester 6
159,MATH2210,A,Semester 6
160,MATH1131,B,Semester 1
160,CSE1010,F,Semester 1
160,CSE1010,B,Semester 1
160,MATH1131,B,Semester 1
160,CSE2100,C,Semester 2
160,MATH1131,A,Semester 2
160,CSE1010,B,Semester 2
160,CSE2010,W,Semester 2
160,CSE1010,F,Semester 3
160,CSE3500,C,Semester 3
160,CSE1010,B,Semester 3
160,CSE2100,A,Semester 3
160,CSE3500,W,Semester 4
160,CSE1010,D,Semester 4
160,CSE2010,W,Semester 4
160,MATH1131,C,Semester 4
160,MATH1131,W,Semester 5
160,CSE1010,F,Semester 5
160,CSE1010,C,Semester 5
160,MATH1131,F,Semester 5
160,MATH1131,W,Semester 6
160,CSE2010,D,Semester 6
160,CSE1010,W,Semester 6
160,MATH1131,A,Semester 6
161,CSE1010,C,Semester 1
161,CSE1010,W,Semester 1
161,MATH1131,F,Semester 1
161,MATH1131,A,Semester 1
161,CSE2100,W,Semester 2
161,MATH1131,F,Semester 2
161,CSE1010,C,Semester 2
161,MATH2210,C,Semester 2
161,CSE2010,F,Semester 3
161,MATH1131,B,Semester 3
161,MATH2210,B,Semester 3
161,CSE1010,D,Semester 3
161,CSE2100,F,Semester 4
161,CSE1010,W,Semester 4
161,CSE3500,W,Semester 4
161,MATH1131,D,Semester 4
161,MATH2210,F,Semester 5
161,CSE2010,C,Semester 5
161,STAT3025,F,Semester 5
161,CSE1010,B,Semester 5
161,CSE1010,A,Semester 6
161,CSE2100,D,Semester 6
161,CSE2010,C,Semester 6
161,MATH2210,F,Semester 6
162,CSE1010,F,Semester 1
162,CSE1010,B,Semester 1
162,MATH1131,F,Semester 1
162,MATH1131,D,Semester 1
162,MATH1131,C,Semester 2
162,MATH2210,F,Semester 2
162,CSE2010,B,Semester 2
162,CSE1010,W,Semester 2
162,CSE1010,A,Semester 3
162,CSE2010,W,Semester 3
162,STAT3025,C,Semester 3
162,MATH2210,C,Semester 3
162,STAT3025,F,Semester 4
162,MATH1131,W,Semester 4
162,CSE1010,B,Semester 4
162,MATH2210,F,Semester 4
162,STAT3025,C,Semester 5
162,MATH2210,D,Semester 5
162,CSE2010,D,Semester 5
162,MATH1131,F,Semester 5
162,CSE1010,D,Semester 6
162,MATH2210,A,Semester 6
162,MATH1131,D,Semester 6
162,CSE1010,W,Semester 6
163,CSE1010,C,Semester 1
163,CSE1010,F,Semester 1
163,MATH1131,F,Semester 1
163,MATH1131,W,Semester 1
163,MATH2210,F,Semester 2
163,CSE2010,A,Semester 2
163,CSE2100,D,Semester 2
163,CSE1010,A,Semester 2
163,CSE2100,A,Semester 3
163,MATH2210,D,Semester 3
163,STAT3025,A,Semester 3
163,CSE3500,A,Semester 3
163,CSE2010,B,Semester 4
163,CSE1010,W,Semester 4
163,MATH1131,F,Semester 4
163,MATH2210,A,Semester 4
163,STAT3025,W,Semester 5
163,CSE2100,W,Semester 5
163,CSE3500,A,Semester 5
163,MATH1131,D,Semester 5
163,CSE1010,C,Semester 6
163,CSE3500,W,Semester 6
163,MATH1131,W,Semester 6
163,MATH1131,C,Semester 6
164,CSE1010,C,Semester 1
164,MATH1131,F,Semester 1
164,CSE1010,B,Semester 1
164,MATH1131,C,Semester 1
164,CSE2010,A,Semester 2
164,MATH1131,D,Semester 2
164,CSE1010,W,Semester 2
164,MATH1131,D,Semester 2
164,CSE2100,F,Semester 3
164,MATH1131,F,Semester 3
164,MATH1131,A,Semester 3
164,CSE1010,A,Semester 3
164,MATH1131,D,Semester 4
164,MATH1131,D,Semester 4
164,CSE3500,A,Semester 4
164,CSE1010,A,Semester 4
164,CSE1010,W,Semester 5
164,CSE3500,C,Semester 5
164,CSE2100,C,Semester 5
164,MATH1131,C,Semester 5
164,CSE2010,B,Semester 6
164,CSE1010,D,Semester 6
164,MATH1131,D,Semester 6
164,CSE3500,F,Semester 6
165,MATH1131,W,Semester 1
165,MATH1131,A,Semester 1
165,CSE1010,A,Semester 1
165,CSE1010,C,Semester 1
165,CSE2100,F,Semester 2
165,CSE1010,B,Semester 2
165,MATH2210,B,Semester 2
165,MATH1131,W,Semester 2
165,CSE1010,D,Semester 3
165,MATH2210,B,Semester 3
165,MATH1131,F,Semester 3
165,CSE2010,B,Semester 3
165,MATH2210,A,Semester 4
165,CSE3500,F,Semester 4
165,CSE2100,C,Semester 4
165,CSE1010,A,Semester 4
165,CSE3500,W,Semester 5
165,MATH1131,B,Semester 5
165,CSE1010,C,Semester 5
165,CSE2100,F,Semester 5
165,CSE3500,D,Semester 6
165,MATH1131,D,Semester 6
165,CSE2010,F,Semester 6
165,CSE1010,C,Semester 6
166,MATH1131,F,Semester 1
166,CSE1010,A,Semester 1
166,MATH1131,D,Semester 1
166,CSE1010,B,Semester 1
166,MATH1131,W,Semester 2
166,MATH2210,C,Semester 2
166,MATH1131,A,Semester 2
166,CSE1010,B,Semester 2
166,CSE2010,B,Semester 3
166,MATH1131,B,Semester 3
166,MATH1131,B,Semester 3
166,STAT3025,C,Semester 3
166,CSE1010,D,Semester 4
166,CSE2010,F,Semester 4
166,MATH1131,F,Semester 4
166,MATH1131,C,Semester 4
166,MATH1131,B,Semester 5
166,MATH2210,C,Semester 5
166,STAT3025,B,Semester 5
166,CSE2100,C,Semester 5
166,CSE2010,A,Semester 6
166,CSE1010,C,Semester 6
166,STAT3025,D,Semester 6
166,MATH2210,B,Semester 6
167,CSE1010,D,Semester 1
167,MATH1131,A,Semester 1
167,CSE1010,C,Semester 1
167,MATH1131,W,Semester 1
167,MATH1131,B,Semester 2
167,MATH1131,D,Semester 2
167,CSE1010,D,Semester 2
167,MATH2210,D,Semester 2
167,MATH1131,A,Semester 3
167,CSE2100,A,Semester 3
167,STAT3025,D,Semester 3
167,CSE2010,A,Semester 3
167,CSE1010,W,Semester 4
167,CSE3500,C,Semester 4
167,STAT3025,A,Semester 4
167,MATH1131,A,Semester 4
167,MATH1131,D,Semester 5
167,CSE3500,D,Semester 5
167,CSE2010,F,Semester 5
167,CSE1010,F,Semester 5
167,MATH1131,B,Semester 6
167,CSE3500,D,Semester 6
167,STAT3025,D,Semester 6
167,CSE2100,C,Semester 6
168,MATH1131,B,Semester 1
168,CSE1010,F,Semester 1
168,CSE1010,D,Semester 1
168,MATH1131,D,Semester 1
168,CSE2010,A,Semester 2
168,CSE2100,W,Semester 2
168,CSE1010,D,Semester 2
168,MATH1131,A,Semester 2
168,CSE1010,F,Semester 3
168,CSE2100,C,Semester 3
168,MATH1131,F,Semester 3
168,CSE2010,A,Semester 3
168,CSE2100,F,Semester 4
168,CSE1010,B,Semester 4
168,CSE1010,F,Semester 4
168,CSE2010,W,Semester 4
168,CSE3500,A,Semester 5
168,CSE1010,A,Semester 5
168,CSE1010,F,Semester 5
168,CSE2100,F,Semester 5
168,CSE2100,B,Semester 6
168,CSE1010,F,Semester 6
168,MATH1131,F,Semester 6
168,CSE2010,W,Semester 6
169,MATH1131,B,Semester 1
169,CSE1010,A,Semester 1
169,CSE1010,W,Semester 1
169,MATH1131,F,Semester 1
169,CSE2100,W,Semester 2
169,MATH1131,C,Semester 2
169,CSE1010,F,Semester 2
169,MATH2210,D,Semester 2
169,CSE1010,D,Semester 3
169,CSE2010,D,Semester 3
169,MATH2210,A,Semester 3
169,MATH1131,C,Semester 3
169,CSE3500,A,Semester 4
169,CSE2010,B,Semester 4
169,MATH1131,B,Semester 4
169,CSE1010,W,Semester 4
169,CSE2100,D,Semester 5
169,CSE2010,B,Semester 5
169,CSE1010,B,Semester 5
169,CSE1010,A,Semester 5
169,MATH1131,D,Semester 6
169,CSE2010,W,Semester 6
169,CSE2100,C,Semester 6
169,CSE3500,B,Semester 6
170,MATH1131,C,Semester 1
170,CSE1010,D,Semester 1
170,CSE1010,A,Semester 1
170,MATH1131,A,Semester 1
170,MATH2210,F,Semester 2
170,CSE1010,A,Semester 2
170,MATH1131,B,Semester 2
170,CSE1010,C,Semester 2
170,MATH2210,F,Semester 3
170,STAT3025,F,Semester 3
170,CSE1010,C,Semester 3
170,CSE1010,A,Semester 3
170,MATH1131,W,Semester 4
170,CSE2100,W,Semester 4
170,MATH1131,D,Semester 4
170,CSE2010,A,Semester 4
170,CSE1010,F,Semester 5
170,CSE2100,D,Semester 5
170,CSE3500,C,Semester 5
170,MATH1131,F,Semester 5
170,STAT3025,A,Semester 6
170,CSE1010,D,Semester 6
170,CSE1010,A,Semester 6
170,MATH2210,C,Semester 6
171,CSE1010,B,Semester 1
171,MATH1131,C,Semester 1
171,MATH1131,B,Semester 1
171,CSE1010,B,Semester 1
171,CSE2100,F,Semester 2
171,CSE1010,B,Semester 2
171,MATH1131,W,Semester 2
171,MATH1131,W,Semester 2
171,MATH1131,F,Semester 3
171,CSE1010,A,Semester 3
171,MATH1131,C,Semester 3
171,CSE2100,W,Semester 3
171,CSE1010,B,Semester 4
171,CSE2100,W,Semester 4
171,MATH1131,B,Semester 4
171,CSE1010,F,Semester 4
171,MATH2210,B,Semester 5
171,MATH1131,C,Semester 5
171,MATH1131,C,Semester 5
171,CSE2100,F,Semester 5
171,CSE1010,B,Semester 6
171,MATH2210,D,Semester 6
171,CSE2010,W,Semester 6
171,STAT3025,W,Semester 6
172,MATH1131,D,Semester 1
172,CSE1010,W,Semester 1
172,CSE1010,A,Semester 1
172,MATH1131,B,Semester 1
172,CSE1010,D,Semester 2
172,MATH1131,D,Semester 2
172,MATH1131,B,Semester 2
172,CSE2010,A,Semester 2
172,CSE2100,A,Semester 3
172,MATH2210,F,Semester 3
172,CSE2010,F,Semester 3
172,MATH1131,A,Semester 3
172,CSE2010,C,Semester 4
172,CSE1010,A,Semester 4
172,CSE3500,D,Semester 4
172,MATH1131,F,Semester 4
172,MATH1131,A,Semester 5
172,STAT3025,A,Semester 5
172,CSE1010,W,Semester 5
172,MATH1131,W,Semester 5
172,MATH1131,C,Semester 6
172,CSE1010,C,Semester 6
172,MATH1131,F,Semester 6
172,CSE2100,W,Semester 6
173,CSE1010,B,Semester 1
173,CSE1010,D,Semester 1
173,MATH1131,A,Semester 1
173,MATH1131,F,Semester 1
173,MATH1131,C,Semester 2
173,MATH1131,B,Semester 2
173,CSE2100,F,Semester 2
173,CSE1010,W,Semester 2
173,CSE2010,D,Semester 3
173,CSE2100,D,Semester 3
173,CSE1010,F,Semester 3
173,MATH2210,B,Semester 3
173,MATH1131,A,Semester 4
173,MATH1131,B,Semester 4
173,CSE1010,A,Semester 4
173,MATH2210,B,Semester 4
173,CSE3500,F,Semester 5
173,MATH1131,B,Semester 5
173,CSE1010,W,Semester 5
173,STAT3025,D,Semester 5
173,CSE2100,F,Semester 6
173,MATH2210,W,Semester 6
173,CSE3500,W,Semester 6
173,CSE1010,F,Semester 6
174,MATH1131,W,Semester 1
174,CSE1010,D,Semester 1
174,MATH1131,D,Semester 1
174,CSE1010,D,Semester 1
174,CSE2010,F,Semester 2
174,MATH2210,W,Semester 2
174,MATH1131,A,Semester 2
174,CSE2100,F,Semester 2
174,CSE3500,B,Semester 3
174,CSE1010,D,Semester 3
174,CSE2100,B,Semester 3
174,MATH1131,A,Semester 3
174,CSE2010,W,Semester 4
174,STAT3025,D,Semester 4
174,MATH1131,A,Semester 4
174,CSE3500,C,Semester 4
174,CSE3500,C,Semester 5
174,CSE1010,D,Semester 5
174,MATH1131,F,Semester 5
174,STAT3025,W,Semester 5
174,CSE3500,F,Semester 6
174,MATH1131,C,Semester 6
174,CSE1010,B,Semester 6
174,CSE1010,F,Semester 6
175,CSE1010,W,Semester 1
175,MATH1131,D,Semester 1
175,CSE1010,F,Semester 1
175,MATH1131,C,Semester 1
175,MATH2210,A,Semester 2
175,MATH1131,B,Semester 2
175,CSE2010,B,Semester 2
175,CSE2100,D,Semester 2
175,CSE1010,A,Semester 3
175,MATH1131,B,Semester 3
175,CSE2010,A,Semester 3
175,CSE2100,C,Semester 3
175,MATH2210,D,Semester 4
175,CSE2010,C,Semester 4
175,CSE1010,B,Semester 4
175,CSE1010,F,Semester 4
175,MATH1131,B,Semester 5
175,CSE1010,A,Semester 5
175,CSE2100,F,Semester 5
175,STAT3025,D,Semester 5
175,MATH2210,F,Semester 6
175,STAT3025,A,Semester 6
175,MATH1131,A,Semester 6
175,CSE2010,W,Semester 6
176,MATH1131,W,Semester 1
176,CSE1010,A,Semester 1
176,CSE1010,A,Semester 1
176,MATH1131,B,Semester 1
176,CSE2100,C,Semester 2
176,MATH1131,D,Semester 2
176,MATH1131,A,Semester 2
176,MATH2210,D,Semester 2
176,CSE1010,A,Semester 3
176,MATH1131,A,Semester 3
176,MATH2210,C,Semester 3
176,CSE2010,F,Semester 3
176,STAT3025,F,Semester 4
176,MATH1131,B,Semester 4
176,CSE3500,C,Semester 4
176,CSE1010,B,Semester 4
176,CSE1010,D,Semester 5
176,CSE2010,A,Semester 5
176,MATH1131,C,Semester 5
176,STAT3025,W,Semester 5
176,CSE3500,B,Semester 6
176,MATH2210,D,Semester 6
176,CSE2100,B,Semester 6
176,CSE2010,A,Semester 6
177,MATH1131,B,Semester 1
177,CSE1010,B,Semester 1
177,MATH1131,B,Semester 1
177,CSE1010,C,Semester 1
177,MATH1131,W,Semester 2
177,CSE1010,F,Semester 2
177,MATH1131,A,Semester 2
177,MATH2210,A,Semester 2
177,MATH1131,C,Semester 3
177,MATH2210,A,Semester 3
177,STAT3025,A,Semester 3
177,MATH1131,A,Semester 3
177,STAT3025,C,Semester 4
177,MATH1131,B,Semester 4
177,CSE2010,W,Semester 4
177,CSE1010,W,Semester 4
177,CSE2010,W,Semester 5
177,CSE1010,F,Semester 5
177,STAT3025,D,Semester 5
177,MATH1131,F,Semester 5
177,CSE2010,C,Semester 6
177,CSE1010,A,Semester 6
177,MATH1131,F,Semester 6
177,MATH1131,D,Semester 6
178,CSE1010,B,Semester 1
178,CSE1010,C,Semester 1
178,MATH1131,W,Semester 1
178,MATH1131,B,Semester 1
178,MATH1131,B,Semester 2
178,CSE1010,D,Semester 2
178,CSE2010,B,Semester 2
178,CSE1010,F,Semester 2
178,CSE1010,D,Semester 3
178,MATH1131,B,Semester 3
178,CSE1010,C,Semester 3
178,MATH1131,C,Semester 3
178,CSE1010,A,Semester 4
178,CSE2010,B,Semester 4
178,CSE1010,A,Semester 4
178,CSE2100,B,Semester 4
178,MATH2210,C,Semester 5
178,CSE1010,F,Semester 5
178,CSE2010,B,Semester 5
178,MATH1131,B,Semester 5
178,MATH1131,C,Semester 6
178,CSE3500,B,Semester 6
178,CSE1010,W,Semester 6
178,CSE2100,F,Semester 6
179,MATH1131,A,Semester 1
179,CSE1010,D,Semester 1
179,CSE1010,F,Semester 1
179,MATH1131,C,Semester 1
179,CSE2010,F,Semester 2
179,MATH2210,C,Semester 2
179,MATH1131,W,Semester 2
179,CSE1010,B,Semester 2
179,CSE1010,B,Semester 3
179,MATH1131,A,Semester 3
179,CSE2010,W,Semester 3
179,CSE2100,F,Semester 3
179,CSE3500,D,Semester 4
179,CSE2010,F,Semester 4
179,CSE1010,A,Semester 4
179,CSE1010,B,Semester 4
179,CSE2100,F,Semester 5
179,MATH1131,C,Semester 5
179,MATH2210,W,Semester 5
179,CSE2010,A,Semester 5
179,MATH1131,C,Semester 6
179,CSE2100,C,Semester 6
179,STAT3025,W,Semester 6
179,MATH1131,W,Semester 6
180,CSE1010,F,Semester 1
180,CSE1010,D,Semester 1
180,MATH1131,B,Semester 1
180,MATH1131,W,Semester 1
180,CSE2100,B,Semester 2
180,MATH1131,B,Semester 2
